Plate,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Type],Compound Name,Compound Identifier (CAS Number),Compound Molecular Weight,Compound URL,Compound Concentration (microMolar),Compound General Target Class,Compound General activity,Compound Information,Control Type,Channels,Image File Name
1.3,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VX-745,209410-46-8,436.26,https://pubchem.ncbi.nlm.nih.gov/compound/3038525,2.5,MAPK,p38 MAPK,"VX-745 is a potent and selective inhibitor of p38α with IC50 of 10 nM, 22-fold greater selectivity versus p38β and no inhibition to p38γ.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40511.nd2.tif_merged.tif
1.3,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Thiazovivin,1226056-71-8,311.36,https://pubchem.ncbi.nlm.nih.gov/compound/46209426,2.5,Cell Cycle,ROCK,"Thiazovivin is a novel ROCK inhibitor with IC50 of 0.5 μM in a cell-free assay, promotes hESC survival after single-cell dissociation.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40512.nd2.tif_merged.tif
1.3,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SP600125,129-56-6,220.23,https://pubchem.ncbi.nlm.nih.gov/compound/8515,2.5,MAPK,JNK,"SP600125 is a broad-spectrum JNK inhibitor for JNK1, JNK2 and JNK3 with IC50 of 40 nM, 40 nM and 90 nM in cell-free assays, respectively; 10-fold greater selectivity against MKK4, 25-fold greater selectivity against MKK3, MKK6, PKB, and PKCα, and 100-fold selectivity against ERK2, p38, Chk1, EGFR etc.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40513.nd2.tif_merged.tif
1.3,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD6482,1173900-33-8,408.45,https://pubchem.ncbi.nlm.nih.gov/compound/44137675,2.5,PI3K/Akt/mTOR,PI3K,"AZD6482 is a PI3Kβ inhibitor with IC50 of 10 nM, 8-, 87- and 109-fold more selective to PI3Kβ than PI3Kδ, PI3Kα and PI3Kγ in cell-free assays. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40514.nd2.tif_merged.tif
1.3,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Orantinib,252916-29-3,310.35,https://pubchem.ncbi.nlm.nih.gov/compound/5329099,2.5,Protein Tyrosine Kinase,"FGFR,PDGFR,VEGFR","Orantinib (TSU-68, SU6668) has greatest potency against PDGFR autophosphorylation with Ki of 8 nM in a cell-free assay, but also strongly inhibits Flk-1 and FGFR1 trans-phosphorylation, little activity against IGF-1R, Met, Src, Lck, Zap70, Abl and CDK2; does not inhibit EGFR. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40515.nd2.tif_merged.tif
1.3,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK429286A,864082-47-3,432.37,https://pubchem.ncbi.nlm.nih.gov/compound/11373846,2.5,Cell Cycle,ROCK,"GSK429286A is a selective inhibitor of ROCK1 and ROCK2 with IC50 of 14 nM and 63 nM, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40516.nd2.tif_merged.tif
1.3,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Pimasertib,1236699-92-5,431.2,https://pubchem.ncbi.nlm.nih.gov/compound/44187362,2.5,MAPK,MEK,"Pimasertib (AS-703026) is a highly selective, potent, ATP non-competitive allosteric inhibitor of MEK1/2 with IC50 of 5 nM-2 μM in MM cell lines. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40517.nd2.tif_merged.tif
1.3,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,HMN-214,173529-46-9,424.47,https://pubchem.ncbi.nlm.nih.gov/compound/9888590,2.5,Cell Cycle,PLK,"HMN-214 is a prodrug of HMN-176, which alters the cellular spatial orientation of Plk1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40518.nd2.tif_merged.tif
1.3,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AEE788,497839-62-0,440.58,https://pubchem.ncbi.nlm.nih.gov/compound/10297043,2.5,Protein Tyrosine Kinase,"EGFR,HER2,VEGFR","AEE788 (NVP-AEE788) is a potent inhibitor of EGFR and HER2/ErbB2 with IC50 of 2 nM and 6 nM, less potent to VEGFR2/KDR, c-Abl, c-Src, and Flt-1, does not inhibit Ins-R, IGF-1R, PKCα and CDK1. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40519.nd2.tif_merged.tif
1.3,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PHA-793887,718630-59-2,361.48,https://pubchem.ncbi.nlm.nih.gov/compound/46191454,2.5,Cell Cycle,CDK,"PHA-793887 is a novel and potent inhibitor of CDK2, CDK5 and CDK7 with IC50 of 8 nM, 5 nM and 10 nM. It is greater than 6-fold more selective for CDK2, 5, and 7 than CDK1, 4, and 9. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40520.nd2.tif_merged.tif
1.3,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PIK-93,593960-11-3,389.88,https://pubchem.ncbi.nlm.nih.gov/compound/6852167,2.5,PI3K/Akt/mTOR,PI3K,"PIK-93 is the first potent, synthetic PI4K (PI4KIIIβ) inhibitor with IC50 of 19 nM; shown to inhibit PI3Kα with IC50 of 39 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40521.nd2.tif_merged.tif
1.3,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ponatinib,943319-70-8,532.56,https://pubchem.ncbi.nlm.nih.gov/compound/24826799,2.5,Angiogenesis,"Bcr-Abl,FGFR,PDGFR,VEGFR","Ponatinib (AP24534) is a novel, potent multi-target inhibitor of Abl, PDGFRα, VEGFR2, FGFR1 and Src with IC50 of 0.37 nM, 1.1 nM, 1.5 nM, 2.2 nM and 5.4 nM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40522.nd2.tif_merged.tif
1.3,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Voxtalisib Analogue,1349796-36-6,599.66,https://pubchem.ncbi.nlm.nih.gov/compound/49867926,2.5,PI3K/Akt/mTOR,"mTOR,PI3K","Voxtalisib (SAR245409, XL765) Analogue is a dual inhibitor of mTOR/PI3K, mostly for p110γ with IC50 of 9 nM; also inhibits DNA-PK and mTOR. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40523.nd2.tif_merged.tif
1.3,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AT7519,844442-38-2,382.24,https://pubchem.ncbi.nlm.nih.gov/compound/11338033,2.5,Cell Cycle,CDK,"AT7519 is a multi-CDK inhibitor for CDK1, 2, 4, 6 and 9 with IC50 of 10-210 nM. It is less potent to CDK3 and little active to CDK7. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40524.nd2.tif_merged.tif
1.3,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Quizartinib,950769-58-1,560.67,https://pubchem.ncbi.nlm.nih.gov/compound/24889392,2.5,Angiogenesis,FLT3,"Quizartinib (AC220) is a second-generation FLT3 inhibitor for Flt3(ITD/WT) with IC50 of 1.1 nM/4.2 nM in MV4-11 and RS4;11 cells, respectively, 10-fold more selective for Flt3 than KIT, PDGFRα, PDGFRβ, RET, and CSF-1R. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40525.nd2.tif_merged.tif
1.3,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Hesperadin,422513-13-1,516.65,https://pubchem.ncbi.nlm.nih.gov/compound/135421442,2.5,Cell Cycle,Aurora Kinase,"Hesperadin potently inhibits Aurora B with IC50 of 250 nM in a cell-free assay. It markedly reduces the activity of AMPK, Lck, MKK1, MAPKAP-K1, CHK1 and PHK while it does not inhibit MKK1 activity in vivo.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40526.nd2.tif_merged.tif
1.3,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BIX 02188,1094614-84-2,412.48,https://pubchem.ncbi.nlm.nih.gov/compound/135398492,2.5,MAPK,MEK,"BIX02188 is a selective inhibitor of MEK5 with IC50 of 4.3 nM, also inhibits ERK5 catalytic activity with IC50 of 810 nM, and does not inhibit closely related kinases MEK1, MEK2, ERK2, and JNK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40527.nd2.tif_merged.tif
1.3,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BIX 02189,1094614-85-3,440.54,https://pubchem.ncbi.nlm.nih.gov/compound/135659062,2.5,MAPK,MEK,"BIX02189 is a selective inhibitor of MEK5 with IC50 of 1.5 nM, also inhibits ERK5 catalytic activity with IC50 of 59 nM in cell-free assays, and does not inhibit closely related kinases MEK1, MEK2, ERK2, and JNK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40528.nd2.tif_merged.tif
1.3,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD7762,860352-01-8,362.42,https://pubchem.ncbi.nlm.nih.gov/compound/11152667,2.5,Cell Cycle,Chk,"AZD7762 is a potent and selective inhibitor of Chk1 with IC50 of 5 nM in a cell-free assay. It is equally potent against Chk2 and less potent against CAM, Yes, Fyn, Lyn, Hck and Lck. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40529.nd2.tif_merged.tif
1.3,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,R406,841290-80-0,470.45,https://pubchem.ncbi.nlm.nih.gov/compound/11213558,2.5,Angiogenesis,Syk,"R406 (free base) is a potent Syk inhibitor with IC50 of 41 nM in a cell-free assay, strongly inhibits Syk but not Lyn, 5-fold less potent to Flt3. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40530.nd2.tif_merged.tif
1.3,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CP-673451,343787-29-1,417.5,https://pubchem.ncbi.nlm.nih.gov/compound/10158940,2.5,Protein Tyrosine Kinase,PDGFR,"CP-673451 is a selective inhibitor of PDGFRα/β with IC50 of 10 nM/1 nM in cell-free assays, exhibits >450-fold selectivity over other angiogenic receptors, has antiangiogenic and antitumor activity.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40531.nd2.tif_merged.tif
1.3,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD8055,1009298-09-2,465.54,https://pubchem.ncbi.nlm.nih.gov/compound/25262965,2.5,PI3K/Akt/mTOR,mTOR,"AZD8055 is a novel ATP-competitive mTOR inhibitor with IC50 of 0.8 nM in MDA-MB-468 cells with excellent selectivity (∼1,000-fold) against PI3K isoforms and ATM/DNA-PK. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40532.nd2.tif_merged.tif
1.3,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PHT-427,1191951-57-1,409.61,https://pubchem.ncbi.nlm.nih.gov/compound/44240850,2.5,PI3K/Akt/mTOR,"Akt,PDK","PHT-427 is a dual Akt and PDPK1 inhibitor (high affinity binding for the PH domains of Akt and PDPK1) with Ki of 2.7 μM and 5.2 μM, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40533.nd2.tif_merged.tif
1.3,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,KRN 633,286370-15-8,416.86,https://pubchem.ncbi.nlm.nih.gov/compound/9549295,2.5,Protein Tyrosine Kinase,"PDGFR,VEGFR","KRN 633 is an ATP-competitive inhibitor of VEGFR1/2/3 with IC50 of 170 nM/160 nM/125 nM, weakly inhibits PDGFR-α/β and c-Kit, does not block the phosphorylation of FGFR-1, EGFR or c-Met in cell.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40534.nd2.tif_merged.tif
1.3,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AT7867,857531-00-1,337.85,https://pubchem.ncbi.nlm.nih.gov/compound/11175137,2.5,PI3K/Akt/mTOR,"Akt,S6 Kinase","AT7867 is a potent ATP-competitive inhibitor of Akt1/2/3 and p70S6K/PKA with IC50 of 32 nM/17 nM/47 nM and 85 nM/20 nM in cell-free assays, respectively; little activity outside the AGC kinase family.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40535.nd2.tif_merged.tif
1.3,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BMS-777607,1025720-94-8,512.89,https://pubchem.ncbi.nlm.nih.gov/compound/24794418,2.5,Protein Tyrosine Kinase,"TAM Receptor,c-Met","BMS-777607 is a Met-related inhibitor for c-Met, Axl, Ron and Tyro3 with IC50 of 3.9 nM, 1.1 nM, 1.8 nM and 4.3 nM in cell-free assays, 40-fold more selective for Met-related targets versus Lck, VEGFR-2, and TrkA/B, and more than 500-fold greater selectivity versus all other receptor and non receptor kinases. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40536.nd2.tif_merged.tif
1.3,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PD318088,391210-00-7,561.09,https://pubchem.ncbi.nlm.nih.gov/compound/10231331,2.5,MAPK,MEK,"PD318088 is a non-ATP competitive allosteric MEK1/2 inhibitor, binds simultaneously with ATP in a region of the MEK1 active site that is adjacent to the ATP-binding site.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40537.nd2.tif_merged.tif
1.3,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,KU-60019,925701-49-1,547.67,https://pubchem.ncbi.nlm.nih.gov/compound/15953870,2.5,DNA Damage,ATM/ATR,"KU-60019 is an improved analogue of KU-55933, with IC50 of 6.3 nM for ATM in cell-free assays, 270- and 1600-fold more selective for ATM than DNA-PK and ATR,and is a highly effective radiosensitizer.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40538.nd2.tif_merged.tif
1.3,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BS-181 HCl,1397219-81-6,416.99,https://pubchem.ncbi.nlm.nih.gov/compound/49867928,2.5,Cell Cycle,CDK,"BS-181 HCl is a highly selective CDK7 inhibitor with IC50 of 21 nM. It is more than 40-fold selective for CDK7 than CDK1, 2, 4, 5, 6, or 9.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40539.nd2.tif_merged.tif
1.3,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Fasudil HCl,105628-07-7,327.83,https://pubchem.ncbi.nlm.nih.gov/compound/163751,2.5,Cell Cycle,"Autophagy,ROCK","Fasudil (HA-1077) HCl is a potent inhibitor of ROCK-II, PKA,  PKG,  PKC, and MLCK with Ki of 0.33 μM, 1.6 μM, 1.6 μM, 3.3 μM and 36 μM in cell-free assays, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40540.nd2.tif_merged.tif
1.3,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Doramapimod,285983-48-4,527.66,https://pubchem.ncbi.nlm.nih.gov/compound/156422,2.5,MAPK,p38 MAPK,"BIRB 796 (Doramapimod) is a  pan-p38 MAPK inhibitor with IC50 of  38 nM, 65 nM, 200 nM and 520 nM for p38α/β/γ/δ in cell-free assays, and binds p38α with Kd of 0.1 nM in THP-1 cells, 330-fold greater selectivity versus JNK2, weak inhibition for c-RAF, Fyn and Lck, insignificant inhibition of ERK-1, SYK, IKK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40541.nd2.tif_merged.tif
1.3,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tie2 kinase inhibitor,948557-43-5,439.53,https://pubchem.ncbi.nlm.nih.gov/compound/23625762,2.5,Protein Tyrosine Kinase,Tie-2,"Tie2 kinase inhibitor is an optimized compound of SB-203580, selective to Tie2 with IC50 of 0.25 μM, 200-fold more potent than p38.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40542.nd2.tif_merged.tif
1.3,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,H 89 2HCl,130964-39-5,519.28,https://pubchem.ncbi.nlm.nih.gov/compound/5702541,2.5,PI3K/Akt/mTOR,"PKA,S6 Kinase","H 89 2HCl is a potent PKA inhibitor with Ki of 48 nM in a cell-free assay, 10-fold selective for PKA than PKG,500-fold greater selectivity than PKC, MLCK, calmodulin kinase II and casein kinase I/II.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40543.nd2.tif_merged.tif
1.3,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TWS119,601514-19-6,318.33,https://pubchem.ncbi.nlm.nih.gov/compound/9549289,2.5,PI3K/Akt/mTOR,GSK-3,TWS119 is a GSK-3β inhibitor with IC50 of 30 nM in a cell-free assay; capable of inducing neuronal differentiation and may be useful to stem cell biology.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40544.nd2.tif_merged.tif
1.3,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Acadesine,2627-69-2,258.23,https://pubchem.ncbi.nlm.nih.gov/compound/17513,2.5,PI3K/Akt/mTOR,AMPK,"Acadesine (AICAR) results in accumulation of ZMP, which mimics the stimulating effect of AMP on AMPK and AMPK kinase. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40545.nd2.tif_merged.tif
1.3,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-573228,869288-64-2,491.49,https://pubchem.ncbi.nlm.nih.gov/compound/11612883,2.5,Angiogenesis,FAK,"PF-573228 is an ATP-competitive inhibitor of FAK with IC50 of 4 nM in a cell-free assay, ~50- to 250-fold selective for FAK than Pyk2, CDK1/7 and GSK-3β.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40546.nd2.tif_merged.tif
1.3,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BMS-265246,582315-72-8,345.34,https://pubchem.ncbi.nlm.nih.gov/compound/135402864,2.5,Cell Cycle,CDK,BMS-265246 is a potent and selective CDK1/2 inhibitor with IC50 of 6 nM/9 nM in a cell-free assay. It is 25-fold more selective for CDK1/2 than CDK4.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40547.nd2.tif_merged.tif
1.3,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Lapatinib,231277-92-2,581.06,https://pubchem.ncbi.nlm.nih.gov/compound/208908,2.5,Protein Tyrosine Kinase,"EGFR,HER2","Lapatinib, used in the form of Lapatinib Ditosylate, is a potent EGFR and ErbB2 inhibitor with IC50 of 10.8 and 9.2 nM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40548.nd2.tif_merged.tif
1.3,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40549.nd2.tif_merged.tif
1.3,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_1-3_40550.nd2.tif_merged.tif
2.1,C8,1,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD8330,869357-68-6,461.23,https://pubchem.ncbi.nlm.nih.gov/compound/16666708,2.5,MAPK,MEK,"AZD8330 is a novel, selective, non-ATP competitive MEK 1/2 inhibitor with IC50 of 7 nM. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40501.nd2.tif_merged.tif
2.1,D8,2,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,KW-2449,1000669-72-6,332.4,https://pubchem.ncbi.nlm.nih.gov/compound/11427553,2.5,Angiogenesis,"Aurora Kinase,Bcr-Abl,FLT3","KW-2449 is a multiple-targeted inhibitor, mostly for Flt3 with IC50 of 6.6 nM, modestly potent to FGFR1, Bcr-Abl and Aurora A; little effect on PDGFRβ, IGF-1R, EGFR. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40502.nd2.tif_merged.tif
2.1,E8,3,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,RAF265,927880-90-8,518.41,https://pubchem.ncbi.nlm.nih.gov/compound/11656518,2.5,MAPK,"Raf,VEGFR","RAF265 (CHIR-265) is a potent selective inhibitor of C-Raf/B-Raf/B-Raf V600E with IC50 of 3-60 nM, and exhibits potent inhibition on VEGFR2 phosphorylation with EC50 of 30 nM in cell-free assays. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40503.nd2.tif_merged.tif
2.1,F8,4,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD1480,"935666-88-9, 1260222-79-4 (TFA)",348.77,https://pubchem.ncbi.nlm.nih.gov/compound/16659841,2.5,JAK/STAT,JAK,"AZD1480 is a novel ATP-competitive JAK2 inhibitor with IC50 of 0.26 nM in a cell-free assay, selectivity against JAK3 and Tyk2, and to a smaller extent against JAK1. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40504.nd2.tif_merged.tif
2.1,G8,5,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-4708671,1255517-76-0,390.41,https://pubchem.ncbi.nlm.nih.gov/compound/51371303,2.5,PI3K/Akt/mTOR,S6 Kinase,"PF-4708671 is a cell-permeable inhibitor of p70 ribosomal S6 kinase (S6K1 isoform) with Ki/IC50 of 20 nM/160 nM in cell-free assays, 400-fold greater selectivity for S6K1 than S6K2, and 4- and >20-fold selectivity for S6K1 than MSK1 and RSK1/2, respectively. First S6K1-specific inhibitor to be reported.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40505.nd2.tif_merged.tif
2.1,G9,6,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Gandotinib,1229236-86-5,469.94,https://pubchem.ncbi.nlm.nih.gov/compound/46213929,2.5,JAK/STAT,JAK,"Gandotinib (LY2784544) is a potent JAK2 inhibitor with IC50 of 3 nM, effective in JAK2V617F, 8- and 20-fold selective versus JAK1 and JAK3. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40506.nd2.tif_merged.tif
2.1,F9,7,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AST-1306,1050500-29-2,621.08,https://pubchem.ncbi.nlm.nih.gov/compound/25027665,2.5,Protein Tyrosine Kinase,EGFR,"AST-1306 is a novel irreversible inhibitor of EGFR and ErbB2 with IC50 of 0.5 nM and 3 nM, also effective in mutation EGFR T790M/L858R, more potent to ErbB2-overexpressing cells, 3000-fold selective for ErbB family than other kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40507.nd2.tif_merged.tif
2.1,E9,8,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Sapitinib,848942-61-0,473.93,https://pubchem.ncbi.nlm.nih.gov/compound/11488320,2.5,Protein Tyrosine Kinase,"EGFR,HER2","Sapitinib (AZD8931) is a reversible, ATP competitive inhibitor of EGFR, ErbB2 and ErbB3 with IC50 of 4 nM, 3 nM and 4 nM in cell-free assays, more potent than Gefitinib or Lapatinib against NSCLC cell, 100-fold more selective for the ErbB family than MNK1 and Flt. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40508.nd2.tif_merged.tif
2.1,D9,9,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK461364,929095-18-1,543.6,https://pubchem.ncbi.nlm.nih.gov/compound/15983966,2.5,Cell Cycle,PLK,GSK461364 inhibits purified Plk1 with Ki of 2.2 nM in a cell-free assay. It is more than 1000-fold selective against Plk2/3. Phase 1.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40509.nd2.tif_merged.tif
2.1,D10,10,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,R406,841290-81-1,628.63,https://pubchem.ncbi.nlm.nih.gov/compound/11984591,2.5,Angiogenesis,"FLT3,Syk","R406 is a potent Syk inhibitor with IC50 of 41 nM in cell-free assays, strongly inhibits Syk but not Lyn, 5-fold less potent to Flt3. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40510.nd2.tif_merged.tif
2.1,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SGI-1776,1025065-69-3,405.42,https://pubchem.ncbi.nlm.nih.gov/compound/24795070,2.5,JAK/STAT,Pim,"SGI-1776 free base is a novel ATP competitive inhibitor of Pim1 with IC50 of 7 nM in a cell-free assay, 50- and 10-fold selective versus Pim2 and Pim3, also potent to Flt3 and haspin. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40511.nd2.tif_merged.tif
2.1,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BMS-794833,1174046-72-0,468.84,https://pubchem.ncbi.nlm.nih.gov/compound/44155856,2.5,Protein Tyrosine Kinase,"c-Met,VEGFR","BMS-794833 is a potent ATP competitive inhibitor of Met/VEGFR2 with IC50 of 1.7 nM/15 nM, also inhibits Ron, Axl and Flt3 with IC50 of <3 nM; a prodrug of BMS-817378. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40512.nd2.tif_merged.tif
2.1,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,NVP-BHG712,940310-85-0,503.48,https://pubchem.ncbi.nlm.nih.gov/compound/16747388,2.5,Protein Tyrosine Kinase,"Bcr-Abl,Ephrin receptor,Raf,Src","NVP-BHG712 is a specific EphB4 inhibitor with ED50 of 25 nM that discriminates between VEGFR and EphB4 inhibition; also shows activity against c-Raf, c-Src and c-Abl with IC50 of 0.395 μM, 1.266 μM and 1.667 μM, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40513.nd2.tif_merged.tif
2.1,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,OSI-420,183320-51-6,415.87,https://pubchem.ncbi.nlm.nih.gov/compound/18924996,2.5,Protein Tyrosine Kinase,EGFR,OSI-420 is the active metabolite of Erlotinib (EGFR inhibitor with IC50 of 2 nM).,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40514.nd2.tif_merged.tif
2.1,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PIK-293,900185-01-5,397.43,https://pubchem.ncbi.nlm.nih.gov/compound/53245636,2.5,PI3K/Akt/mTOR,PI3K,"PIK-293 is a PI3K inhibitor, mostly for PI3Kδ with IC50 of 0.24 μM, 500-, 100- and 50-fold less potent to PI3Kα/β/γ, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40515.nd2.tif_merged.tif
2.1,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZ 960,905586-69-8,354.36,https://pubchem.ncbi.nlm.nih.gov/compound/25099184,2.5,JAK/STAT,JAK,"AZ 960 is a novel ATP competitive JAK2 inhibitor with IC50 and Ki of <3 nM and 0.45 nM, 3-fold selectivity of AZ960 for JAK2 over JAK3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40516.nd2.tif_merged.tif
